"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CCT4",2.00507950381045e-262,-1.19158761644363,0.22,0.517,4.00835443606746e-258,"CCT4"
"TRMT112",2.06325377217601e-262,-0.72789407731262,0.333,0.678,4.12465061595707e-258,"TRMT112"
"TTC3",2.58869559605269e-262,-1.08904452904505,0.261,0.576,5.17506136606894e-258,"TTC3"
"C1QBP",5.89340124949855e-262,-1.09002396541137,0.262,0.57,1.17814984378726e-257,"C1QBP"
"ERP29",7.16404075216805e-262,-0.732312302457525,0.42,0.803,1.43216338676591e-257,"ERP29"
"RHOH",1.27020098941731e-261,-1.33735495229956,0.153,0.448,2.53925879794415e-257,"RHOH"
"EIF3L",1.12308428193614e-260,-0.903092461000467,0.348,0.687,2.24515778801855e-256,"EIF3L"
"UBE2D2",4.0883334922777e-260,-0.610170906114113,0.386,0.746,8.17298748441234e-256,"UBE2D2"
"H3F3A",6.09263514124659e-260,1.06777731202618,0.917,0.987,1.21797869108661e-255,"H3F3A"
"CLEC7A",6.67094701297452e-260,2.89373948263799,0.438,0.181,1.33358901736374e-255,"CLEC7A"
"GTF3A",6.78107898564851e-260,-0.77913873954181,0.35,0.697,1.35560550002099e-255,"GTF3A"
"CD6",6.77381761245653e-259,-2.05757653692057,0.062,0.297,1.35415387890619e-254,"CD6"
"CX3CR1",1.16759255888492e-258,-2.38748594428602,0.097,0.341,2.33413428446683e-254,"CX3CR1"
"NOSIP",3.78055338863672e-258,-1.07178547438144,0.236,0.535,7.55770427922367e-254,"NOSIP"
"IFITM2",4.60957363753681e-258,2.59104758280053,0.82,0.834,9.21499865879984e-254,"IFITM2"
"SH2D1A",6.0405688095425e-257,-2.56838197561015,0.042,0.258,1.20757011071564e-252,"SH2D1A"
"CD8A",3.19267802989308e-255,-2.64612978927911,0.038,0.25,6.38248264955927e-251,"CD8A"
"C5AR1",8.39723157689451e-255,3.24944574721765,0.386,0.13,1.67869056453698e-250,"C5AR1"
"IL10RA",4.41747082124857e-254,-1.20587456359416,0.221,0.514,8.83096591875802e-250,"IL10RA"
"GZMH",6.40561284562654e-253,-2.88522676044357,0.036,0.242,1.2805460639692e-248,"GZMH"
"IKZF3",1.67574171170982e-252,-1.38669153717692,0.165,0.458,3.34997525587911e-248,"IKZF3"
"PSMA5",2.23482709142543e-252,-1.01333802709535,0.259,0.561,4.46764283846859e-248,"PSMA5"
"CD8B",3.88292227917782e-252,-2.94718357235982,0.036,0.241,7.76234992830439e-248,"CD8B"
"KLRB1",5.0853721114646e-252,-2.94730146283384,0.033,0.236,1.01661673880289e-247,"KLRB1"
"SUMO2",8.0502901066601e-252,-0.563596947774747,0.505,0.895,1.60933349522242e-247,"SUMO2"
"HLA-F",2.17123832920467e-251,-0.514278235967329,0.471,0.838,4.34052254391306e-247,"HLA-F"
"SNRPB",2.46480175368353e-249,-0.851772999769635,0.332,0.663,4.92738518578875e-245,"SNRPB"
"SLC38A1",3.13891802842634e-249,-0.967095548476318,0.208,0.514,6.2750110306271e-245,"SLC38A1"
"FXYD5",2.66679426728126e-248,-0.629277455492582,0.395,0.757,5.33118841972196e-244,"FXYD5"
"BANF1",3.52706511512365e-248,-1.26628809382647,0.211,0.49,7.05095587164369e-244,"BANF1"
"SNRPF",1.20291998185741e-247,-1.01788048881369,0.281,0.589,2.40475733573114e-243,"SNRPF"
"SYNE2",7.15078731315876e-247,-0.920617499955146,0.201,0.514,1.42951389177357e-242,"SYNE2"
"MATK",2.88988360645522e-246,-3.03900276117098,0.035,0.236,5.77716631766463e-242,"MATK"
"SH3YL1",5.09266724324825e-246,-1.98301365446876,0.086,0.325,1.01807510859776e-241,"SH3YL1"
"CCDC66",5.23141261525676e-245,-1.37593609646679,0.171,0.447,1.04581169591598e-240,"CCDC66"
"RTRAF",6.32797557123651e-245,-0.806253874891055,0.305,0.619,1.26502559644589e-240,"RTRAF"
"PRKCA",6.61420781330512e-245,-2.02384664168607,0.069,0.297,1.32224628395783e-240,"PRKCA"
"FBL",2.54617009789608e-244,-1.25638877856719,0.224,0.51,5.09004864270406e-240,"FBL"
"KLRG1",1.39900957388539e-243,-2.85142626560035,0.048,0.258,2.79676003915428e-239,"KLRG1"
"BIN1",2.76362865674202e-243,-1.51527131614863,0.133,0.401,5.52477004769298e-239,"BIN1"
"SAP18",1.11891319262301e-242,-0.572583519550615,0.405,0.758,2.23681936337267e-238,"SAP18"
"NDFIP1",9.96902862719787e-242,-0.683945925105229,0.281,0.585,1.99290851286313e-237,"NDFIP1"
"PRDX2",8.86206684453835e-241,-1.20304444916504,0.195,0.471,1.77161578289166e-236,"PRDX2"
"PIK3R1",9.5344860470673e-241,-0.649890695664488,0.275,0.584,1.90603910566922e-236,"PIK3R1"
"KLRD1",3.87713477854963e-240,-2.92497922604302,0.038,0.239,7.75078013579857e-236,"KLRD1"
"PCM1",5.39077496230283e-240,-0.683255333732956,0.319,0.638,1.07766982271396e-235,"PCM1"
"THEMIS",2.92076125051113e-239,-2.54310160190413,0.043,0.248,5.8388938158968e-235,"THEMIS"
"MZT2A",3.79298327866976e-238,-1.04067295741272,0.239,0.535,7.58255287238872e-234,"MZT2A"
"NDUFB11",3.95998270728675e-238,-0.800136650665711,0.352,0.688,7.91640143013695e-234,"NDUFB11"
"PSME2",1.82791125166757e-237,-0.756809980882456,0.331,0.665,3.65417738320863e-233,"PSME2"
"NDUFB2",1.89108735699812e-237,-0.816915506082933,0.36,0.711,3.78047273537495e-233,"NDUFB2"
"ZAP70",8.83567898390319e-237,-2.44294689983287,0.049,0.256,1.76634058567209e-232,"ZAP70"
"ZFP36L2",1.20409680296817e-235,-0.570846608914009,0.554,0.918,2.40710991881366e-231,"ZFP36L2"
"CCL4",1.27801681044885e-235,-1.93306849910612,0.059,0.278,2.5548834057683e-231,"CCL4"
"LINC00649",1.69537260649343e-235,-3.00496197534931,0.03,0.22,3.38921937764101e-231,"LINC00649"
"CD81",2.44614415825731e-235,-1.01806058305056,0.285,0.59,4.8900867867722e-231,"CD81"
"CWF19L2",2.62495488622788e-235,-1.21241929879835,0.191,0.467,5.24754731305815e-231,"CWF19L2"
"NKG7",1.60976156291337e-233,-2.55598206436613,0.148,0.39,3.21807434042012e-229,"NKG7"
"XBP1",2.15322017607744e-232,-0.978254380584907,0.206,0.483,4.30450245399641e-228,"XBP1"
"HSPD1",3.79746598683007e-232,-0.908159049114494,0.274,0.571,7.59151425427199e-228,"HSPD1"
"OPTN",4.82338081197111e-232,-1.00656946313822,0.127,0.39,9.64242058121145e-228,"OPTN"
"HOPX",1.70246501924246e-231,-2.75341350254954,0.056,0.265,3.40339781996761e-227,"HOPX"
"UFC1",1.65596892487419e-230,-0.915763425714668,0.28,0.572,3.31044747771599e-226,"UFC1"
"DSTN",2.51587887741763e-230,-0.608339479920363,0.21,0.489,5.02949346384559e-226,"DSTN"
"C12orf75",2.62607933727788e-230,-1.05155666957006,0.101,0.348,5.2497952031522e-226,"C12orf75"
"TNFAIP8",8.80093845470368e-230,-0.432813914932081,0.405,0.745,1.75939560647981e-225,"TNFAIP8"
"MRPL57",9.48634298818004e-230,-1.14698767770116,0.248,0.528,1.89641482676707e-225,"MRPL57"
"MGAT4A",1.32625894239331e-229,-0.762681019545179,0.188,0.47,2.65132425173846e-225,"MGAT4A"
"COX7A2L",2.9205403847767e-229,-0.727466401815343,0.302,0.613,5.8384522832071e-225,"COX7A2L"
"HBA2",3.64422443617918e-229,10.8382719753184,0.186,0.002,7.28516907036579e-225,"HBA2"
"POLR2L",1.55292850050127e-228,-0.836670879629038,0.337,0.659,3.1044593653521e-224,"POLR2L"
"FTH1",1.71697104254026e-228,1.13525054378882,0.918,0.985,3.43239681114223e-224,"FTH1"
"ALOX5",1.8198527864948e-228,3.18596720140008,0.395,0.154,3.63806770548175e-224,"ALOX5"
"SLC25A45",2.59645403198422e-228,-1.49264573109259,0.097,0.334,5.19057125533965e-224,"SLC25A45"
"GPR183",3.44386615129642e-228,-2.09751549654946,0.095,0.327,6.88463282305668e-224,"GPR183"
"IMP3",4.18733562195898e-228,-1.25582520703231,0.196,0.466,8.3709026418582e-224,"IMP3"
"SLC6A6",7.27720730832266e-228,3.70013544375621,0.386,0.146,1.45478651300678e-223,"SLC6A6"
"IFITM3",1.06809193130004e-227,2.68155941377078,0.491,0.27,2.13522257986191e-223,"IFITM3"
"SERBP1",1.20381026838802e-227,-0.570970773800799,0.462,0.849,2.4065371075345e-223,"SERBP1"
"NUCB2",2.71021610516015e-227,-0.856474281021955,0.173,0.442,5.41799301582566e-223,"NUCB2"
"FAM102A",1.15724300137565e-226,-2.15985026972825,0.063,0.276,2.31344448405006e-222,"FAM102A"
"ABLIM1",4.54781302634204e-226,-1.7374709537143,0.072,0.295,9.09153302096038e-222,"ABLIM1"
"PITPNC1",3.06586244195813e-225,-1.71189679531396,0.101,0.331,6.12896560771851e-221,"PITPNC1"
"KRT10",7.13342650229151e-225,-0.870629183771091,0.283,0.583,1.4260432920731e-220,"KRT10"
"SEPT1",1.06005724829176e-224,-1.2990106206114,0.128,0.379,2.11916044506006e-220,"SEPT1"
"ARL6IP4",1.35160474659676e-224,-0.634669112394263,0.399,0.748,2.70199304892158e-220,"ARL6IP4"
"ITGB7",3.94167108462381e-224,-1.76024054273179,0.101,0.333,7.87979466527145e-220,"ITGB7"
"VPS13C",7.35898457647082e-224,-0.716297226758162,0.372,0.705,1.47113460668228e-219,"VPS13C"
"VNN2",2.8191688103632e-223,4.06837162580215,0.363,0.13,5.63580036879708e-219,"VNN2"
"RNF24",3.99371881302625e-223,3.48817362050325,0.388,0.153,7.98384327912077e-219,"RNF24"
"SPCS2",4.75089529890874e-223,-0.559426145670937,0.347,0.673,9.49751479204847e-219,"SPCS2"
"CFAP97",5.90568243943888e-223,-1.63765968162324,0.134,0.38,1.18060497646823e-218,"CFAP97"
"C8orf59",1.14475314872804e-222,-0.836223214528841,0.322,0.634,2.28847601962222e-218,"C8orf59"
"VMP1",1.6466378386499e-222,2.31659378165611,0.604,0.439,3.29179370324503e-218,"VMP1"
"LY9",6.77087181643869e-222,-2.22076314041448,0.057,0.264,1.35356498482426e-217,"LY9"
"TMEM230",8.67419592443272e-222,-0.917718122820858,0.233,0.512,1.73405850725334e-217,"TMEM230"
"SMCHD1",2.70428596359213e-221,2.00860957615212,0.758,0.733,5.40613806981703e-217,"SMCHD1"
"LAIR2",3.70650345252885e-221,-4.09941578195325,0.012,0.172,7.40967105195042e-217,"LAIR2"
"LUC7L3",1.95678272409351e-220,-0.380854148616499,0.435,0.787,3.91180434373534e-216,"LUC7L3"
"OSTC",2.29899286087738e-220,-1.12979360173698,0.225,0.495,4.59591662817997e-216,"OSTC"
"EIF5B",5.80084178597187e-220,-1.04038991698313,0.282,0.566,1.15964628143364e-215,"EIF5B"
"LILRB3",7.48952042033174e-220,2.84693247905385,0.41,0.169,1.49723002722852e-215,"LILRB3"
"SRSF3",1.15074610360752e-219,-0.434059900212032,0.454,0.823,2.3004565357218e-215,"SRSF3"
"INPP4B",6.52733839267716e-219,-2.05229135768555,0.059,0.266,1.30488021808009e-214,"INPP4B"
"RGCC",9.57629461395751e-219,-1.13224048827343,0.083,0.314,1.91439705627625e-214,"RGCC"
"CCDC88C",2.22889482592545e-218,-1.26202569584014,0.198,0.457,4.45578364650757e-214,"CCDC88C"
"ZNF22",3.61138594358994e-218,-1.42056140368538,0.142,0.388,7.21952163983066e-214,"ZNF22"
"EID1",4.45738850865179e-218,-0.726027376296682,0.366,0.691,8.91076536764579e-214,"EID1"
"GZMB",7.30008644934316e-218,-2.97622139690721,0.026,0.201,1.45936028208819e-213,"GZMB"
"ALPL",7.56146242922567e-218,6.65894412116422,0.178,0.002,1.5116119542265e-213,"ALPL"
"STK17A",2.32713391555977e-217,-0.416993755674628,0.312,0.645,4.65217341059553e-213,"STK17A"
"NOL7",2.53894687222784e-217,-0.814306965507646,0.308,0.608,5.07560869227067e-213,"NOL7"
"COX4I1",6.38124722934284e-217,-0.597178383992782,0.572,0.952,1.27567513361793e-212,"COX4I1"
"NCK1",7.51633395809859e-217,-1.15010483956645,0.158,0.41,1.50259032156349e-212,"NCK1"
"MYO1F",2.0613737932701e-216,2.00198855004641,0.629,0.48,4.12089235012625e-212,"MYO1F"
"SUB1",3.31189494087013e-216,-0.297888634498656,0.497,0.875,6.62080917629347e-212,"SUB1"
"ZNF706",1.44213835014641e-215,-0.712120718708333,0.324,0.626,2.8829787757777e-211,"ZNF706"
"ADH5",1.95605283176096e-215,-1.19486045675787,0.188,0.445,3.91034521597334e-211,"ADH5"
"RAB31",2.413683789552e-215,2.93184883686143,0.402,0.171,4.8251952636934e-211,"RAB31"
"SPN",3.04563548961803e-215,-0.691751064767956,0.233,0.512,6.0885299072954e-211,"SPN"
"ERH",1.45197823658199e-214,-0.799413235956883,0.309,0.603,2.90264969275106e-210,"ERH"
"STAT4",2.65170053103307e-214,-2.25338451998917,0.051,0.246,5.30101453158821e-210,"STAT4"
"REX1BD",3.17371775151346e-214,-0.794875483912687,0.278,0.56,6.34457915705056e-210,"REX1BD"
"CMTM2",3.64125419070212e-214,6.29251053239596,0.198,0.014,7.27923125263261e-210,"CMTM2"
"CENPK",5.06148617747562e-214,-1.7749963961072,0.069,0.281,1.01184170173915e-209,"CENPK"
"CHD3",5.09604693436953e-214,-1.0304920998266,0.16,0.411,1.01875074264981e-209,"CHD3"
"HNRNPA3",6.42731664202581e-214,-0.473415873572873,0.473,0.852,1.28488486990738e-209,"HNRNPA3"
"MAL",8.41725778837653e-214,-1.61679730386169,0.062,0.276,1.68269400447435e-209,"MAL"
"MME",1.22030461370829e-213,5.95815524236652,0.192,0.011,2.43951095326424e-209,"MME"
"MMP25",2.9398673369161e-213,5.1063812239449,0.21,0.02,5.87708879322897e-209,"MMP25"
"EIF3I",1.27241958530694e-212,-1.01410823297306,0.245,0.515,2.5436939929871e-208,"EIF3I"
"LYAR",2.23400470463577e-212,-1.85058315950195,0.142,0.374,4.46599880503737e-208,"LYAR"
"DBI",3.88269235258045e-212,-0.680400444704352,0.375,0.701,7.76189028204358e-208,"DBI"
"PNN",3.45157949686082e-211,-0.455142415897092,0.373,0.701,6.90005257217446e-207,"PNN"
"LYST",5.03815413330294e-211,1.94069812459697,0.572,0.368,1.00717739278859e-206,"LYST"
"MYBL1",6.50500271504028e-211,-2.89151242861329,0.032,0.209,1.3004150927637e-206,"MYBL1"
"THRAP3",1.3989206586103e-210,-0.468478038222086,0.377,0.707,2.79658228862785e-206,"THRAP3"
"OAZ1",1.49762320864853e-210,1.11103057912843,0.849,0.962,2.99389855640927e-206,"OAZ1"
"SNRPD3",2.26708092928632e-210,-0.69224096134698,0.313,0.616,4.53212148573629e-206,"SNRPD3"
"RGS10",3.97496641072197e-210,0.614195979501802,0.308,0.613,7.94635535167428e-206,"RGS10"
"EIF1AX",5.83713449311974e-210,-0.635309222900524,0.359,0.675,1.16690155651957e-205,"EIF1AX"
"PROK2",1.26874395858145e-209,4.82829972461521,0.256,0.052,2.53634604760017e-205,"PROK2"
"RGS2",1.30622316180359e-209,2.42974522093285,0.463,0.227,2.61127072276156e-205,"RGS2"
"KLF13",2.54383380952073e-209,-0.432145420672029,0.407,0.752,5.08537816861288e-205,"KLF13"
"BUB3",1.44975190727003e-208,-1.0775305927854,0.198,0.454,2.89819903782351e-204,"BUB3"
"LTB",2.48009874208291e-208,-0.809902532537751,0.401,0.716,4.95796539529794e-204,"LTB"
"MEGF9",3.57498972174843e-208,2.69996923381179,0.429,0.206,7.14676195274729e-204,"MEGF9"
"CDKN1B",5.27962323083607e-208,-0.52047506560346,0.23,0.514,1.05544948007644e-203,"CDKN1B"
"FLT3LG",6.10276437402566e-208,-2.04691430091409,0.057,0.256,1.22000362601147e-203,"FLT3LG"
"SNU13",2.0217677382126e-207,-0.742783175916581,0.32,0.622,4.04171588546081e-203,"SNU13"
"THUMPD1",8.15465874485725e-207,-0.981039225046918,0.205,0.465,1.63019782968441e-202,"THUMPD1"
"CD226",1.21794326152509e-206,-0.650543104743311,0.055,0.256,2.43479037411481e-202,"CD226"
"ATP5PF",1.47116233890309e-206,-0.560488723685098,0.361,0.695,2.94100063170116e-202,"ATP5PF"
"ABHD5",1.70639214423342e-206,3.4441825071716,0.381,0.158,3.41124853553704e-202,"ABHD5"
"TRGC2",2.62683587170424e-206,-2.67281561649482,0.042,0.225,5.25130759112394e-202,"TRGC2"
"IL2RB",2.72947860514317e-206,-3.23425192412594,0.033,0.206,5.45650067954171e-202,"IL2RB"
"RASA3",6.12624640670573e-206,-1.23495110571393,0.153,0.389,1.22469791916454e-201,"RASA3"
"PARK7",8.57321936908409e-206,-0.316388162195596,0.399,0.743,1.7138722840736e-201,"PARK7"
"ID2",2.35325173668728e-205,-1.02645671024265,0.238,0.512,4.70438554681154e-201,"ID2"
"TESPA1",3.87327147636268e-205,-2.25728894510298,0.048,0.236,7.74305700839664e-201,"TESPA1"
"ISCU",4.62234664546266e-205,-0.411828738587581,0.341,0.655,9.2405331789444e-201,"ISCU"
"S1PR1",5.91522626151461e-205,-1.72330265378429,0.086,0.304,1.18251288193939e-200,"S1PR1"
"RNF149",1.46871220815128e-204,2.6501664019826,0.576,0.408,2.93610257531522e-200,"RNF149"
"HNRNPH1",7.46606480989989e-204,-0.36402549378955,0.446,0.791,1.49254101614709e-199,"HNRNPH1"
"TMEM243",1.05930189755642e-203,-0.89040133568141,0.227,0.499,2.11765042340504e-199,"TMEM243"
"DNAJC8",1.2016674980547e-203,-0.696401968386817,0.34,0.641,2.40225349536116e-199,"DNAJC8"
"SRP14",1.99921510799328e-203,-0.51653137384921,0.573,0.946,3.99663092238936e-199,"SRP14"
"HIST1H1E",2.49483286587221e-203,-0.917072098807141,0.202,0.465,4.98742038216513e-199,"HIST1H1E"
"AK5",6.69587403083762e-203,-4.7402210920466,0.006,0.146,1.33857217750475e-198,"AK5"
"SPTAN1",7.41248203229394e-203,-0.945082517579222,0.206,0.467,1.48182928307588e-198,"SPTAN1"
"NDUFB8",7.76623928863559e-203,-0.745753630329265,0.33,0.636,1.55254889619114e-198,"NDUFB8"
"CORO1B",1.16999236302258e-202,-1.26020748819157,0.14,0.369,2.33893173291844e-198,"CORO1B"
"PSMB1",1.18267450058122e-202,-0.549487029189901,0.368,0.693,2.36428459411192e-198,"PSMB1"
"LRRFIP1",1.71035916662889e-202,1.63252476630817,0.757,0.754,3.41917901000781e-198,"LRRFIP1"
"ARGLU1",2.52225060825812e-202,-0.285664053512504,0.501,0.854,5.0422311909688e-198,"ARGLU1"
"ZNF91",4.30150018086249e-202,-1.45284172231048,0.14,0.374,8.5991290115622e-198,"ZNF91"
"CNOT6L",6.18926558322639e-202,-0.560044230245205,0.23,0.504,1.23729608274279e-197,"CNOT6L"
"S100A12",1.06465408240254e-201,2.9011838202503,0.382,0.152,2.12834997613092e-197,"S100A12"
"EIF5A",3.27215877478506e-201,-0.746971043776185,0.304,0.599,6.54137260667282e-197,"EIF5A"
"GLS",5.65875586950524e-201,-0.685507612914787,0.251,0.531,1.13124188587279e-196,"GLS"
"SLC11A1",1.20742374009529e-200,2.38455934799886,0.415,0.184,2.41376079882449e-196,"SLC11A1"
"DOCK10",1.49092547471662e-200,-1.19237969060444,0.217,0.468,2.98050911650599e-196,"DOCK10"
"FNTA",1.8172504350892e-200,-0.884547076241712,0.177,0.425,3.63286534478681e-196,"FNTA"
"OST4",3.60539699590187e-200,0.407024744891899,0.535,0.923,7.20754913450742e-196,"OST4"
"MEAF6",5.63345969959203e-200,-0.988660893318302,0.218,0.476,1.12618492854544e-195,"MEAF6"
"PSMA1",1.14722908957524e-199,-0.642816368222338,0.292,0.579,2.29342567296987e-195,"PSMA1"
"OR11G2",2.32556469537678e-199,9.66601649798621,0.161,0.001,4.64903638252772e-195,"OR11G2"
"PYURF",2.94836138350134e-199,-0.998836838807011,0.251,0.516,5.89406924175753e-195,"PYURF"
"SPI1",3.94049990525209e-199,2.01611144785729,0.446,0.203,7.87745336058944e-195,"SPI1"
"TCEA1",6.13056602527277e-199,-0.573788804803856,0.352,0.661,1.22556145411228e-194,"TCEA1"
"MALAT1",7.06128643835497e-199,-0.275387075436539,0.989,0.996,1.41162177189154e-194,"MALAT1"
"CCL5",2.35185612636935e-198,-1.48413165868695,0.137,0.369,4.70159558222496e-194,"CCL5"
"GADD45GIP1",3.85140890140559e-198,-1.03993298819523,0.24,0.502,7.69935153479992e-194,"GADD45GIP1"
"APOBEC3G",5.43037886928338e-198,-1.5257669659175,0.174,0.411,1.08558703975844e-193,"APOBEC3G"
"SNRPN",5.7776412672924e-198,-0.780642175530415,0.177,0.431,1.15500826574442e-193,"SNRPN"
"MARC1",6.74734390672534e-198,4.88932841031942,0.213,0.028,1.34886152039346e-193,"MARC1"
"MRFAP1",7.60615854064698e-198,-0.577932437280792,0.285,0.563,1.52054715386074e-193,"MRFAP1"
"SYNRG",2.52645732606394e-197,-0.657194368838953,0.266,0.54,5.05064084053443e-193,"SYNRG"
"ZNRD1",6.20112242560075e-197,-1.24811321034715,0.152,0.385,1.23966638410185e-192,"ZNRD1"
"HP1BP3",7.14610437069062e-197,-0.429012132881555,0.42,0.749,1.42857772474476e-192,"HP1BP3"
"DDX46",9.96169078545784e-197,-0.498466698050869,0.364,0.672,1.99144160492088e-192,"DDX46"
"STMN3",3.94265187261235e-196,-2.24716825896243,0.043,0.223,7.88175535853935e-192,"STMN3"
"MX2",7.53223910577234e-196,2.67786135747337,0.522,0.337,1.50576991963495e-191,"MX2"
"KLF12",8.56568328254728e-196,-2.2789204368025,0.049,0.232,1.71236574501403e-191,"KLF12"
"SATB1",5.38415833610065e-195,-0.865213248119174,0.183,0.432,1.07634709296988e-190,"SATB1"
"ARPC5L",7.52718628277917e-195,-1.34041798754395,0.183,0.421,1.50475980979038e-190,"ARPC5L"
"VAMP8",1.63449765387011e-194,-0.610304851803975,0.395,0.737,3.26752425985174e-190,"VAMP8"
"PLEKHF1",2.92211235513436e-194,-3.18404892222386,0.025,0.182,5.8415948091491e-190,"PLEKHF1"
"ATP5F1D",3.03641344254434e-193,-0.560650563965107,0.389,0.737,6.0700941129904e-189,"ATP5F1D"
"TTC14",4.243064288198e-193,-0.440629370163186,0.291,0.579,8.48230981853662e-189,"TTC14"
"TMA7",4.31761511783829e-193,-0.484171884657984,0.602,0.96,8.63134438207053e-189,"TMA7"
"C11orf58",7.62323483424239e-193,-0.423727272201087,0.42,0.758,1.5239608757134e-188,"C11orf58"
"CKAP4",9.56115493040913e-193,3.83764810036497,0.324,0.113,1.91137048213809e-188,"CKAP4"
"CLEC4E",1.45743968055842e-192,3.58875721020498,0.303,0.093,2.91356766540433e-188,"CLEC4E"
"CCT8",6.27041370618525e-192,-0.858663433406848,0.268,0.539,1.25351840400349e-187,"CCT8"
"CCT6A",1.32060635773773e-191,-0.942337061536812,0.247,0.506,2.64002416975349e-187,"CCT6A"
"TNFRSF25",2.31139069428205e-191,-2.10260236362249,0.043,0.219,4.62070113693925e-187,"TNFRSF25"
"HNRNPM",3.92727787884346e-191,-0.553311665677083,0.374,0.693,7.85102120759596e-187,"HNRNPM"
"TUFM",4.05916221288578e-191,-1.06807616918278,0.228,0.478,8.11467117977996e-187,"TUFM"
"MARCKS",4.29656593098785e-191,2.46646962625648,0.405,0.174,8.58926495263781e-187,"MARCKS"
"DNMT1",6.83398789371962e-191,-1.02719593321647,0.177,0.419,1.36618251983349e-186,"DNMT1"
"CCDC107",7.09150552800045e-191,-1.4298478262025,0.14,0.364,1.41766287010257e-186,"CCDC107"
"NME3",1.11884241830951e-190,-1.26731547288084,0.164,0.395,2.23667787844254e-186,"NME3"
"U2SURP",3.46851939155308e-190,-0.642677591883017,0.302,0.584,6.93391711565376e-186,"U2SURP"
"TLR2",3.76243103916875e-190,3.11621300475594,0.368,0.156,7.52147589040225e-186,"TLR2"
"RHOF",4.98072060499952e-189,-1.01498296222944,0.125,0.348,9.95695856145454e-185,"RHOF"
"PSMB10",5.24749249222536e-189,-0.880726826991042,0.207,0.457,1.04902622412077e-184,"PSMB10"
"CTSC",1.51948180287419e-188,-0.846817551774164,0.288,0.555,3.03759607212579e-184,"CTSC"
"SMC3",2.1950440055483e-188,-0.684824986009938,0.247,0.514,4.38811247149161e-184,"SMC3"
"POLR1D",3.1424928182952e-188,-0.647504495328386,0.339,0.646,6.28215739305393e-184,"POLR1D"
"AL445686.2",5.17112053039485e-188,-2.72608486008894,0.028,0.187,1.03375870523123e-183,"AL445686.2"
"BLOC1S4",2.5082446347847e-187,-1.19911664270306,0.143,0.371,5.01423184939809e-183,"BLOC1S4"
"RSAD2",4.03882165818753e-187,3.97100460356801,0.28,0.079,8.07400837688269e-183,"RSAD2"
"IFIT3",5.37708105075971e-187,3.18488988862648,0.34,0.128,1.07493227285737e-182,"IFIT3"
"MSRB1",1.32083354853321e-186,3.33930332080056,0.367,0.157,2.64047834687274e-182,"MSRB1"
"UBTF",1.45559289531079e-186,-0.814081239959381,0.214,0.465,2.90987575701579e-182,"UBTF"
"RAB11FIP1",1.62974876283315e-186,2.4683028634716,0.526,0.34,3.25803075177976e-182,"RAB11FIP1"
"TUT4",2.38311585518143e-186,-0.585876488896626,0.25,0.519,4.76408690609319e-182,"TUT4"
"XRRA1",2.861710429749e-186,-1.05556968138341,0.103,0.316,5.72084532011123e-182,"XRRA1"
"GSPT1",1.24858526823003e-185,-0.961821992256581,0.209,0.455,2.49604680971865e-181,"GSPT1"
"CMC1",2.57760880744518e-185,-1.85055020423584,0.137,0.35,5.15289776696365e-181,"CMC1"
"PURA",1.77728527747673e-184,-0.839059078362127,0.187,0.429,3.55297099820373e-180,"PURA"
"LSM5",6.68886377783385e-184,-1.02682973124822,0.194,0.434,1.33717075782677e-179,"LSM5"
"AC243960.1",7.68771450200648e-184,-1.45816870367639,0.106,0.32,1.53685100609612e-179,"AC243960.1"
"OCIAD1",1.57918344729514e-183,-0.629591830345743,0.284,0.554,3.15694562948771e-179,"OCIAD1"
"MGAM",1.84430371800867e-183,6.73529384083975,0.162,0.007,3.68694756267112e-179,"MGAM"
"PTGDR",3.61554399890775e-183,-3.28404344586964,0.017,0.159,7.22783400821648e-179,"PTGDR"
"DPP7",8.68256224381981e-183,-0.96723235586735,0.234,0.482,1.73573101816202e-178,"DPP7"
"SORL1",1.45811102008967e-182,2.54268543673224,0.64,0.548,2.91490974026126e-178,"SORL1"
"ZNF302",2.06353641346122e-182,-1.50234494969033,0.122,0.338,4.12521564415032e-178,"ZNF302"
"RPS27L",3.14371113034327e-182,-0.422942982790794,0.346,0.657,6.28459292066923e-178,"RPS27L"
"CEBPD",1.26587559765884e-181,1.92136580065011,0.469,0.268,2.53061190727978e-177,"CEBPD"
"PDCD2",3.43837258886859e-181,-1.06243637156142,0.198,0.432,6.87365064240721e-177,"PDCD2"
"ICAM2",3.49879995927881e-181,-0.69499608130723,0.183,0.418,6.99445099859427e-177,"ICAM2"
"NDUFA3",1.04477846271509e-180,-0.566183769328118,0.358,0.657,2.08861662481374e-176,"NDUFA3"
"MGMT",1.77284528128397e-180,-1.40179587678697,0.133,0.346,3.54409500181478e-176,"MGMT"
"FNBP1",5.53036422529719e-180,-0.2738628943728,0.408,0.725,1.10557511227916e-175,"FNBP1"
"GLG1",5.90547089544769e-180,-0.482217055664829,0.302,0.578,1.18056268670895e-175,"GLG1"
"COTL1",6.59274810127686e-180,1.29154627482274,0.676,0.561,1.31795627292626e-175,"COTL1"
"NDUFAF8",9.3130394258141e-180,-1.02744292662073,0.217,0.46,1.8617697116145e-175,"NDUFAF8"
"RPL7L1",3.30415976352382e-179,-0.830714425180258,0.226,0.474,6.60534578326048e-175,"RPL7L1"
